title,nb_reviews,nb_positives,nb_negatives,score_moyen,keywords
The Two Popes,2,2,0,0.18,"hopkins, pryce, performances, story, film, bergoglio, anthony, jonathan, deliver, two"
The Ugly Truth,2,2,0,0.18,"acting, good, watch, katherine, gerard, acts, character, im, sure, could"
The Unforgivable,1,1,0,0.25,"film, movie, really, unforgivable, fantastic, performances, narrative, would, effective, think"
The Untouchables,3,3,0,0.2,"capone, film, scenes, al, movie, one, good, character, de, costner"
The Upside,2,2,0,0.39,"movie, bad, though, expecting, acting, duo, hart, name, come, thought"
The Usual Suspects,10,9,0,0.19,"film, one, movie, suspects, usual, twist, spacey, five, kevin, keyser"
The Village,2,2,0,0.18,"film, see, watch, movie, elements, interesting, theyre, shot, resonance, feelings"
The Virgin Suicides,3,3,0,0.12,"movie, dunst, haunting, parents, woods, turner, film, it’s, also, girls"
The Vow,1,1,0,0.19,"romantic, well, still, two, great, story, movie, channing, tatum, vow"
The Voyeurs,1,1,0,0.05,"randomly, looking, thrilling, mystery, got, lucky, multiple, endings, weave, together"
The War of the Roses,1,1,0,0.04,"film, upon, divorce, notion, never, issue, war, roses, uncompromising, based"
The Water Diviner,1,1,0,0.03,"war, story, direction, film, movie, father, sons, look, last, based"
The Way Back,2,2,0,0.1,"it’s, one, back, affleck, –, basketball, movie, way, jack, there’s"
"The Way, Way Back",2,2,0,0.16,"boy, rockwell, way, cape, family, comingofage, cod, liam, james, steve"
The Wedding Planner,1,1,0,0.18,"like, movie, watch, cant, honestly, problems, jennifer, lopez, rather, causes"
The Wedding Ringer,1,1,0,0.26,"movie, film, like, comedy, kevin, make, time, recent, pull, first"
The Wedding Singer,2,2,0,0.1,"wedding, adam, sandler, singer, film, sandlers, barrymore, romcom, charm, fun"
The Whale,8,8,0,0.13,"fraser, charlie, film, one, performance, movie, it’s, story, well, brendan"
The White Tiger,3,3,0,0.11,"viewers, india, bahrani, balram, white, story, film, india’s, character, tiger"
The Wife,1,1,0,0.05,"nobel, really, pryce, must, close, stockholm, couple, slater, want, learn"
The Wild Robot,7,7,0,0.31,"one, animation, wild, roz, robot, film, little, story, times, like"
The Wind That Shakes the Barley,3,3,0,0.11,"irish, ira, murphy, film, brothers, history, war, drama, independence, loach"
The Wolf of Wall Street,8,8,0,0.23,"film, every, one, movie, watching, time, dicaprio, without, robbie, goes"
The Woman in the Window,2,2,0,0.3,"actors, film, movie, cast, even, watch, much, window, never, doesnt"
The Words,1,1,0,0.05,"—, man, old, story, rory, even, work, one, know, hemingway"
The World's Fastest Indian,1,1,0,0.09,"dream, motorbike, chasing, halfway, across, one, never, late, story, munro"
The Wrestler,3,3,0,0.04,"film, well, past, wrestler, mickey, rourke, wrestling, marisa, relationship, daughter"
The X Files: I Want to Believe,1,1,0,0.03,"scully, series, mulder, search, help, boy, movie, final, landscapes, missing"
The Young Victoria,1,1,0,0.16,"queen, far, rather, anything, historically, cinema, concerned, victoria, born, well"
The Zero Theorem,1,1,0,0.13,"film, scientific, goal, terry, gilliam, character, good, gamer, honestly, first"
The Zone of Interest,11,8,3,0.05,"film, family, life, camp, one, best, auschwitz, zone, concentration, wall"
The Zookeeper's Wife,1,1,0,0.16,"wwii, film, another, story, zoo, zookeepers, ive, seen, stories, told"
Thelma & Louise,2,2,0,0.12,"davis, sarandon, thelma, entertaining, women, pitt, tragic, two, susan, geena"
There Will Be Blood,5,4,0,0.29,"daniel, one, it’s, film, good, drama, daylewis, eli, paul, dano"
There's Something About Mary,1,1,0,0.04,"bit, funny, theres, nothing, romance, movie, rest, mary, entertaining, stiller"
Thirteen,2,2,0,0.1,"movie, like, even, it’s, one, mental, illness, reality, though, wood"
This Is 40,1,1,0,0.28,"good, long, didnt, bloated, still, almost, nothing, major, tbh, cast"
This Is England,1,1,0,0.13,"meadows, every, england, kid, doesn’t, it’s, he’s, shane, economic, precarity"
This Is Spinal Tap,3,2,1,0.08,"film, british, rock, quite, make, even, laugh, didnt, funny, recognize"
This Means War,1,1,0,0.07,"means, war, story, movie, like, guys, im, good, elements, overshadowed"
Thor: Love and Thunder,15,12,3,0.16,"thor, film, movie, love, gorr, taika, thunder, marvel, jane, really"
Thor: Ragnarok,20,18,1,0.17,"thor, movie, film, like, one, ragnarok, films, two, great, funny"
Thoroughbreds,1,1,0,0.16,"dont, fuck, saddle, club, final, rating★★★½, really, liked, would, strongly"
"Three Billboards Outside Ebbing, Missouri",3,3,0,0.2,"movie, story, three, also, billboards, came, great, feeling, one, way"
Three Thousand Years of Longing,3,3,0,0.23,"swinton, really, tilda, idris, elba, three, years, never, film, longing"
"Tick, Tick... Boom!",3,3,0,0.33,"one, tick, tick…boom, linmanuel, miranda, andrew, performance, movies, delivers, best"
Ticket to Paradise,4,4,0,0.26,"film, roberts, romcom, clooney, dever, chemistry, julia, george, kaitlyn, one"
Tinker Tailor Soldier Spy,4,4,0,0.14,"film, movie, watching, well, time, cast, british, john, great, story"
Titanic,8,7,1,0.28,"film, titanic, story, really, rose, love, well, cameron, two, dicaprio"
To Be or Not to Be,1,1,0,0.11,"benny, lombard, it’s, whilst, “sobieski”, resistance, return, list, way, quite"
To Catch a Thief,3,3,0,0.26,"kelly, film, hitchcock, well, john, still, cary, grant, cat, grace"
To Die For,3,3,0,0.2,"suzanne, larry, kidman, get, really, film, though, quite, nicole, television"
To Kill a Mockingbird,4,4,0,0.21,"film, story, robert, actor, us, time, gregory, peck, great, films"
Todo sobre mi madre,4,4,0,0.27,"way, film, roth, city, pal, also, almodóvar, series, along, old"
Togo,2,2,0,0.26,"story, dafoe, willem, dogs, stunning, truly, expecting, film, takes, put"
Tolkien,3,3,0,0.15,"tolkien, biopic, war, sure, really, movie, school, jrr, jess, time"
Tombstone,4,4,0,0.21,"kilmer, earp, film, one, tombstone, russell, story, wyatt, time, well"
Tonari no Totoro,5,5,0,0.3,"natural, world, imagination, children, power, though, childhood, movie, time, totoro"
Top Gun,4,4,0,0.25,"film, top, gun, characters, really, even, one, action, tom, mcgillis"
Top Gun: Maverick,20,19,1,0.26,"movie, top, action, film, original, gun, like, sequel, good, maverick"
Top Secret!,1,1,0,0.08,"kilmer, take, star, cultural, though, scheming, bit, film, much, spoofs"
Toy Story,5,5,0,0.4,"toy, story, film, woody, animation, toys, one, still, animated, hanks"
Toy Story 2,4,4,0,0.24,"story, good, toy, original, movie, woody, buzz, first, 2, many"
Toy Story 3,6,6,0,0.47,"story, great, like, toy, movies, good, still, toys, really, two"
Toy Story 4,6,6,0,0.18,"story, toy, still, new, much, good, series, people, woody, like"
Trading Places,4,4,0,0.18,"murphy, valentine, well, eddie, dan, winthorpe, film, also, two, make"
Train Dreams,5,5,0,0.07,"life, becomes, film, understand, never, train, dreams, cinema, quiet, yet"
Training Day,6,6,0,0.35,"one, day, training, denzel, washington, great, ethan, hawke, good, alonzo"
Trainspotting,3,3,0,0.06,"doesnt, way, boyle, carlyle, ewan, bremner, danny, robert, mcgregor, see"
Trainwreck,2,2,0,0.08,"movie, well, never, film, like, old, womans, version, saw, thought"
Trance,1,1,0,0.06,"film, know, noir, boyle, art, human, trance, mcavoy, cassel, dawson"
Triangle of Sadness,6,6,0,0.1,"class, passengers, film, carl, get, story, social, boat, dickinson, yaya"
Tristan + Isolde,1,1,0,0.14,"tristan, isolde, king, elements, good, ireland, one, rob, roy, first"
Trois couleurs: Blanc,2,2,0,0.18,"hes, make, way, film, well, life, everything, money, pay, revenge"
Trois couleurs: Bleu,2,2,0,0.08,"film, husband, stop, didnt, one, work, binoche, pain, freedom, particularly"
Trois couleurs: Rouge,2,2,0,0.14,"films, film, one, previous, jacob, kieslowskis, model, judge, conversations, cynicism"
Tropa de Elite,3,2,1,0.13,"film, rio, brazil, one, police, brazilian, movie, good, know, cities"
Tropa de Elite 2: O Inimigo Agora é Outro,2,2,0,0.15,"movie, second, better, plot, violence, much, bad, first, watch, part"
Tropic Thunder,2,2,0,0.18,"robert, downey, film, like, action, stiller, time, back, good, especially"
Trouble with the Curve,1,1,0,0.2,"cast, eastwood, enjoyed, emtrouble, curveem, many, moments, cringe, liking, renditions"
True Grit,4,4,0,0.26,"film, one, bridges, wayne, original, performance, john, coens, see, jeff"
True Romance,6,6,0,0.25,"movie, tarantino, film, true, romance, scott, one, also, story, love"
True Story,2,2,0,0.23,"film, good, story, james, franco, man, truman, capote, one, movie"
Trumbo,1,1,0,0.29,"movie, one, role, hes, others, around, made, hollywood, communism, dont"
Tully,1,1,0,0.22,"tully, marlo, motherhood, story, one, also, diablo, cody, theron, rarely"
Turist,2,2,0,0.16,"family, one, film, good, story, day, happy, quite, tomas, ebba"
Twilight,1,1,0,0.1,"clearly, better, good, idea, screen, someone, summit, must, looked, popularity"
Two Weeks Notice,1,1,0,0.18,"humour, bullock, strong, makes, ultrathin, premise, hugh, grant, george, sandra"
Two for the Money,1,1,0,0.04,"movie, sports, gambling, one, time, could, get, acting, business, part"
Ultimo tango a Parigi,1,1,0,0.04,"completely, sex, jeanne, schneider, brando, apartment, way, control, film, maria"
Unbreakable,5,5,0,0.28,"unbreakable, shyamalan, film, one, movie, story, makes, twists, it’s, night"
Under sandet,2,2,0,0.06,"film, one, danish, war, seen, films, german, would, story, like"
Unforgiven,7,6,1,0.14,"eastwood, clint, western, film, hackman, west, well, one, man, gene"
United 93,2,2,0,0.24,"film, united, 93, september, 11, watch, felt, day, paul, greengrass"
Unthinkable,2,2,0,0.04,"one, really, think, point, people, like, film, terrorist, dont, unthinkable"
Up,6,4,1,0.14,"kevin, carl, dug, russell, fun, story, wife, depth, adventure, asner"
Up in the Air,3,2,1,0.23,"it’s, movie, think, one, characters, don’t, people, end, believe, put"
Uptown Girls,1,1,0,0.09,"molly, movie, murphy, ray, plays, heal, drugs, person, help, 32"
Vacation,3,3,0,0.14,"family, though, film, previous, films, many, two, good, helms, time"
Valkyrie,2,2,0,0.1,"film, really, germans, valkyrie, war, tom, cruise, von, stauffenberg, bryan"
Verdens verste menneske,2,2,0,0.28,"life, well, cheating, told, renate, reinsve, maybe, acting, character, anders"
Vertigo,5,3,2,0.04,"hitchcock, film, vertigo, stewart, one, role, grant, also, north, northwest"
Vice,5,3,2,0.03,"cheney, film, vice, president, power, cheneys, us, one, bush, mckay"
Vicky Cristina Barcelona,2,2,0,0.26,"vicky, cristina, bardem, film, johansson, barcelona, juan, cruz, rebecca, hall"
Volver,2,2,0,0.27,"first, cruz, great, film, especially, lola, dueñas, yohana, also, two"
W.,2,2,0,0.12,"w, film, stone, still, oliver, office, remember, decade, feeling, feel"
WALL·E,6,6,0,0.26,"characters, movie, wall·e, walle, story, one, eve, well, watch, pixar"
Waiting...,2,2,0,0.14,"even, watch, american, comedy, movie, probably, like, im, waiting, one"
Waitress,1,1,0,0.32,"movie, watch, im, audience, decent, probably, wont, cant, honestly, recommend"
Wake Up Dead Man,5,5,0,0.17,"mystery, one, little, it’s, like, man, josh, could, film, dead"
Walk Hard: The Dewey Cox Story,1,1,0,0.26,"like, movie, watch, recommend, enough, snl, style, im, fan, story"
Walk of Shame,3,2,0,0.02,"movie, meghan, walk, shame, get, character, elizabeth, would, film, comedy"
Walk the Line,3,3,0,0.15,"story, sad, quite, cash’s, carter, witherspoon, stage, cash, walk, line"
Wall Street,2,2,0,0.3,"sheen, bit, ever, one, market, charlie, scheme, gekko, michael, douglas"
War Dogs,1,1,0,0.15,"like, two, war, business, film, well, watch, made, many, lots"
War Machine,1,1,0,0.08,"comedy, really, perhaps, funny, theres, good, remember, movie, hidden, brad"
Water for Elephants,1,1,0,0.14,"chemistry, witherspoon, pattinson, doesnt, really, work, simple, man, meets, woman"
Wayne's World,1,1,0,0.2,"wish, could, dress, exact, every, day, still, cool"
We Live in Time,4,4,0,0.15,"quite, time, love, garfield, pugh, thats, story, andrew, florence, back"
We Need to Talk About Kevin,4,3,1,0.12,"film, one, time, swinton, really, make, story, tilda, think, thats"
We Own the Night,1,0,1,-0.39,"gphis28lnkbz, amazed, managed, take, sort, subject, matter, make, boring, final"
We're the Millers,1,1,0,0.22,"start, wouldnt, comedy, rolling, almost, finish, highly, questionable, scenes, recommend"
Wedding Crashers,1,1,0,0.05,"really, quite, end, something, us, boys, men, thought, moby, dick"
Whale Rider,1,1,0,0.16,"much, something, story, film, castlehughes, going, time, girl, shows, us"
What Dreams May Come,1,1,0,0.12,"life, quite, sees, though, going, mind, character, “chris”, “annie”, sciorra"
What to Expect When You're Expecting,1,1,0,0.32,"think, decent, watch, pregnant, one, great, job, probably, wont, cant"
What's Eating Gilbert Grape,4,4,0,0.18,"film, dicaprio, young, depp, family, leonardo, performance, even, would, best"
What's Your Number?,2,2,0,0.15,"good, like, movie, anna, faris, really, watch, sex, humor, chris"
Whatever Works,1,1,0,0.22,"instant, classic, one, favorite, movies, holiday, season"
When Harry Met Sally...,4,4,0,0.2,"even, harry, know, yes, one, crystal, ryan, sally, really, film"
When We First Met,2,2,0,0.06,"movie, day, time, term, movies, two, one, get, see, thing"
Where the Crawdads Sing,10,10,0,0.22,"movie, story, crawdads, book, one, daisy, edgarjones, kya, sing, film"
Where the Wild Things Are,1,1,0,0.03,"movie, max, like, wild, things, kid, animated, childhood, hitting, kids"
While You Were Sleeping,5,5,0,0.21,"good, family, film, comedy, bullock, really, watch, movie, one, much"
Whip It,4,4,0,0.24,"derby, bliss, girls, roller, movie, film, whip, barrymore, page, pash"
Whiplash,10,9,1,0.17,"movie, film, music, fletcher, simmons, whiplash, good, see, teller, character"
Whiskey Tango Foxtrot,1,1,0,0.29,"war, first, tina, fey, best, film, journalism, fun, one, films"
White Chicks,3,2,1,0.17,"film, white, comedy, know, movie, ive, comedic, metal, chicks, two"
White Christmas,4,4,0,0.15,"film, still, enduring, crosby, kaye, one, song, sisters, christmas, songs"
Who Am I - Kein System ist sicher,2,2,0,0.18,"film, films, like, one, thats, gang, world, would, time, two"
Why Him?,1,1,0,0.16,"good, like, film, biz, meets, see, modernised, yet, people, concept"
Wicked Little Letters,6,6,0,0.2,"really, good, film, edith, movie, colman, quite, rose, fun, buckley"
Wicker Park,1,1,0,0.26,"twice, love, diane, kruger, movie, clever, sexy, nonlinear, lovestory, lovetriangle"
Widows,5,5,0,0.06,"film, women, widows, one, mcqueen, heist, like, much, davis, black"
Wild,2,2,0,0.26,"movie, film, life, story, movies, one, wild, round, based, real"
Willy Wonka & the Chocolate Factory,5,5,0,0.23,"film, one, wilder, wonka, gene, oompa, songs, depp, fun, really"
Wimbledon,1,1,0,0.06,"bit, quite, two, probably, tennis, one, like, neill, round, actually"
Win Win,1,1,0,0.7,"paul, giamatti, nice, movie, good, script, told, lot, delicacy, cast"
Wind River,7,5,2,0.05,"film, story, crime, one, wind, river, reservation, sheridan, renner, olsen"
Winter's Bone,2,2,0,0.3,"quite, really, ree, lawrence, left, hes, pretty, shes, going, hawkes"
Withnail & I,4,4,0,0.19,"film, greatest, two, much, good, richard, grant, like, go, time"
Without a Paddle,1,1,0,0.01,"cave, think, good, happens, stays, feels, 2004, thing, typical, buddy"
Witness,4,4,0,0.18,"film, amish, community, story, doesnt, ford, would, action, one, also"
Witness for the Prosecution,5,5,0,0.26,"laughton, drama, wilder, film, movie, ending, vole, great, courtroom, sir"
Wo hu cang long,2,2,0,0.26,"story, sword, love, shu, lien, easily, films, martial, arts, cinematography"
Woman in Gold,1,1,0,0.2,"one, story, two, movie, drama, would, better, narration, fight, mona"
Woman of the Hour,3,2,1,0.05,"story, movie, film, crime, kendrick, true, good, woman, hour, actress"
Women Talking,5,5,0,0.29,"film, women, sarah, it’s, truly, claire, foy, clear, character, could"
Wonder Boys,2,2,0,0.16,"writers, characters, decent, douglas, quite, believe, movie, movies, one, get"
Wonka,11,11,0,0.23,"movie, wonka, que, original, character, one, de, willy, film, story"
Working Girl,2,2,0,0.24,"way, film, tess, working, one, business, look, griffith, always, ideas"
World Trade Center,1,1,0,0.14,"oliver, stone, end, alexander, still, knew, movie, doesnt, film, marks"
Wreck-It Ralph,5,5,0,0.3,"movie, characters, see, like, great, ralph, games, im, animation, new"
Wristcutters: A Love Story,1,1,0,0.41,"sweet, romantic, comedy, creative, twist, great, laughs"
Y tu mamá también,1,1,0,0.18,"film, blue, tenoch, julio, especially, ends, trip, one, much, think"
Yeopgijeogin geunyeo,1,1,0,0.29,"completely, film, story, glad, end, never, youll, hilarious, overthetop, love"
Yesterday,4,4,0,0.28,"movie, beatles, film, really, lead, quite, idea, chris, tries, take"
Ying xiong,1,1,0,0.05,"philosophical, hero, zhang, narrative, different, visual, poem, movement, language, sacrifice"
You People,3,1,2,-0.08,"people, performances, movie, comedy, filled, characters, film, end, one, two"
You Were Never Really Here,3,2,1,0.07,"phoenix, it’s, one, character, never, see, get, disappointed, didn’t, best"
Young Adult,2,2,0,0.11,"mavis, character, woman, adult, young, story, –, girl, baby, fact"
Young Frankenstein,4,4,0,0.16,"brooks, also, film, frankenstein, mel, great, wilder, movie, spoof, one"
Your Place or Mine,1,1,0,0.29,"full, spoilerfree, review, httpswwwmsbreviewscommoviereviewsyourplaceorminereview, place, mine, satisfying, romcom, aline, brosh"
Youth,1,1,0,0.19,"movie, like, movies, everyone, another, way, life, love, youthfulness, including"
Zero Dark Thirty,2,2,0,0.12,"film, laden, best, story, terrorist, bin, one, better, reviews, two"
Zimna wojna,3,2,1,0.05,"film, one, music, two, pawlikowski, together, love, another, much, time"
Zodiac,4,4,0,0.2,"film, zodiac, case, one, movie, fincher, true, story, even, films"
Zookeeper,3,3,0,0.23,"animals, james, dawson, kevin, rosario, characters, talking, zookeeper, watch, humor"
Zoolander,2,2,0,0.29,"making, fun, right, people, wrong, way, genuinely, funniest, film, ever"
Zootopia 2,4,4,0,0.24,"one, movie, first, story, also, zootopia, many, 2, even, like"
xXx,1,1,0,0.14,"diesel, actually, team, go, vin, quite, good, adventurer, manages, frequently"
Ôkami kodomo no Ame to Yuki,3,3,0,0.26,"children, quite, “hana”, “yuki”, animation, really, story, bit, kindly, people"
